line,cefr,infinitive,grupp,status,reasons
2,"A1","vara",,needs-check,""
3,"A1","ha",,needs-check,""
4,"A1","kunna",,needs-check,""
5,"A1","unna",1,pass,""
6,"A1","få",,needs-check,""
7,"A1","bli",,needs-check,""
8,"A1","komma",,needs-check,""
9,"A1","vilja",,needs-check,""
10,"A1","göra",,needs-check,""
11,"A1","finna",,needs-check,""
12,"A1","ta (el. taga)",,fail,"charset: infinitive=""ta (el. taga)"""
13,"A1","se",,fail,"empty imperativ on non-modal verb"
14,"A1","gå",,fail,"empty imperativ on non-modal verb"
15,"A1","säga",,fail,"charset: preteritum=""sa/sade"""
16,"A1","äga",2a,fail,"empty imperativ on non-modal verb"
17,"A1","betyda",,fail,"empty imperativ on non-modal verb"
18,"A1","ge (formellt giva)",,fail,"charset: infinitive=""ge (formellt giva)"""
19,"A1","skriva",,fail,"empty imperativ on non-modal verb"
20,"A1","te sig",3,fail,"empty imperativ on non-modal verb"
21,"A1","riva",,fail,"empty imperativ on non-modal verb"
22,"A1","börja",1,fail,"empty imperativ on non-modal verb"
23,"A1","tro",3,fail,"empty imperativ on non-modal verb"
24,"A1","tycka",2b,fail,"empty imperativ on non-modal verb"
25,"A1","veta",,fail,"empty imperativ on non-modal verb"
26,"A1","försöka",2b,fail,"empty imperativ on non-modal verb"
27,"A1","behöva",2a,fail,"empty imperativ on non-modal verb"
28,"A1","känna",,fail,"empty imperativ on non-modal verb"
29,"A1","läsa",2b,fail,"empty imperativ on non-modal verb"
30,"A1","ro",3,fail,"empty imperativ on non-modal verb"
31,"A1","låta",,fail,"empty imperativ on non-modal verb"
32,"A1","stå",,fail,"empty imperativ on non-modal verb"
33,"A1","visa",1,fail,"empty imperativ on non-modal verb"
34,"A1","använda",,fail,"empty imperativ on non-modal verb"
35,"A1","vända",,fail,"empty imperativ on non-modal verb"
36,"A1","hålla",,fail,"empty imperativ on non-modal verb"
37,"A1","tänka",2b,fail,"empty imperativ on non-modal verb"
38,"A1","söka",2b,fail,"empty imperativ on non-modal verb"
39,"A1","ligga",,fail,"empty imperativ on non-modal verb"
40,"A1","lägga",,fail,"empty imperativ on non-modal verb"
41,"A1","anse",,fail,"empty imperativ on non-modal verb"
42,"A1","öva",1,fail,"empty imperativ on non-modal verb"
43,"A1","handla",1,fail,"empty imperativ on non-modal verb"
44,"A1","öka",1,fail,"empty imperativ on non-modal verb"
45,"A1","skapa",1,fail,"empty imperativ on non-modal verb"
46,"A1","kapa",1,fail,"empty imperativ on non-modal verb"
47,"A1","gälla",2a,fail,"empty imperativ on non-modal verb"
48,"A1","verka",1,fail,"empty imperativ on non-modal verb"
49,"A1","tala",1,fail,"empty imperativ on non-modal verb"
50,"A1","bära",,fail,"empty imperativ on non-modal verb"
51,"A1","höra",,fail,"empty imperativ on non-modal verb"
52,"A1","innebära",,fail,"empty imperativ on non-modal verb"
53,"A1","välja",,fail,"empty imperativ on non-modal verb"
54,"A1","förstå",,fail,"empty imperativ on non-modal verb"
55,"A1","spela",1,fail,"empty imperativ on non-modal verb"
56,"A1","hitta",1,fail,"empty imperativ on non-modal verb"
57,"A1","dra",,fail,"empty imperativ on non-modal verb"
58,"A1","leda",,fail,"empty imperativ on non-modal verb"
59,"A1","lyckas",deponens,fail,"empty imperativ on non-modal verb"
60,"A1","lära",,fail,"empty imperativ on non-modal verb"
61,"A1","sätta",,fail,"empty imperativ on non-modal verb"
62,"A1","lämna",1,fail,"empty imperativ on non-modal verb"
63,"A1","bygga",2a,fail,"empty imperativ on non-modal verb"
64,"A1","kalla",1,fail,"empty imperativ on non-modal verb"
65,"A1","leva",2a,fail,"empty imperativ on non-modal verb"
66,"A1","ställa",2a,fail,"empty imperativ on non-modal verb"
67,"A1","följa",2a,fail,"empty imperativ on non-modal verb"
68,"A1","ske",3,fail,"empty imperativ on non-modal verb"
69,"A1","kräva",2a,fail,"empty imperativ on non-modal verb"
70,"A1","ena",1,fail,"empty imperativ on non-modal verb"
71,"A1","svara",1,fail,"empty imperativ on non-modal verb"
72,"A1","fortsätta",,fail,"empty imperativ on non-modal verb"
73,"A1","bruka",1,fail,"empty imperativ on non-modal verb"
74,"A1","mena",1,fail,"empty imperativ on non-modal verb"
75,"A1","slå",,fail,"empty imperativ on non-modal verb"
76,"A1","hända",,fail,"empty imperativ on non-modal verb"
77,"A1","arbeta",1,fail,"empty imperativ on non-modal verb"
78,"A1","fungera (vardagl. funka)",,fail,"charset: infinitive=""fungera (vardagl. funka)"""
79,"A1","beta",1,fail,"empty imperativ on non-modal verb"
80,"A1","köpa",2b,fail,"empty imperativ on non-modal verb"
81,"A1","sitta",,fail,"empty imperativ on non-modal verb"
82,"A1","åta sig",,fail,"empty imperativ on non-modal verb"
83,"A1","berätta",1,fail,"empty imperativ on non-modal verb"
84,"A1","rätta",1,fail,"empty imperativ on non-modal verb"
85,"A1","sluta",1,fail,"empty imperativ on non-modal verb"
86,"A1","åka",2b,fail,"empty imperativ on non-modal verb"
87,"A1","betala",,fail,"charset: supinum=""betalat/betalt"""
88,"A1","utveckla",1,fail,"empty imperativ on non-modal verb"
89,"A1","föra",,fail,"empty imperativ on non-modal verb"
90,"A1","hjälpa",2b,fail,"empty imperativ on non-modal verb"
91,"A1","vinna",,fail,"empty imperativ on non-modal verb"
92,"A1","vänta",1,fail,"empty imperativ on non-modal verb"
93,"A1","jobba",1,fail,"empty imperativ on non-modal verb"
94,"A1","klara",1,fail,"empty imperativ on non-modal verb"
95,"A1","prata",1,fail,"empty imperativ on non-modal verb"
96,"A1","fråga",1,fail,"empty imperativ on non-modal verb"
97,"A1","anmäla",2a,fail,"empty imperativ on non-modal verb"
98,"A1","nå",3,fail,"empty imperativ on non-modal verb"
99,"A1","bo",3,fail,"empty imperativ on non-modal verb"
100,"A1","stämma",,fail,"empty imperativ on non-modal verb"
101,"A1","dela",1,fail,"empty imperativ on non-modal verb"
102,"A1","köra",,fail,"empty imperativ on non-modal verb"
103,"A1","hoppas",deponens,fail,"empty imperativ on non-modal verb"
104,"A1","förklara",1,fail,"empty imperativ on non-modal verb"
105,"A1","tvinga",,fail,"charset: preteritum=""tvang/tvingade""; charset: supinum=""tvungit/tvingat"""
106,"A1","påverka",1,fail,"empty imperativ on non-modal verb"
107,"A1","titta",1,fail,"empty imperativ on non-modal verb"
108,"A1","minska",1,fail,"empty imperativ on non-modal verb"
109,"A1","bestämma",,fail,"empty imperativ on non-modal verb"
110,"A1","skicka",1,fail,"empty imperativ on non-modal verb"
111,"A1","ändra",1,fail,"empty imperativ on non-modal verb"
112,"A1","träffa",1,fail,"empty imperativ on non-modal verb"
113,"A1","diskutera",1,fail,"empty imperativ on non-modal verb"
114,"A1","driva",,fail,"empty imperativ on non-modal verb"
115,"A1","sälja",,fail,"empty imperativ on non-modal verb"
116,"A1","sakna",1,fail,"empty imperativ on non-modal verb"
117,"A1","länka",1,fail,"empty imperativ on non-modal verb"
118,"A1","tyda",,fail,"empty imperativ on non-modal verb"
119,"A1","genomföra",,fail,"empty imperativ on non-modal verb"
120,"A1","räkna",1,fail,"empty imperativ on non-modal verb"
121,"A1","beskriva",,fail,"empty imperativ on non-modal verb"
122,"A1","möta",2b,fail,"empty imperativ on non-modal verb"
123,"A1","heta",,fail,"empty imperativ on non-modal verb"
124,"A1","äta",,fail,"empty imperativ on non-modal verb"
125,"A1","flytta",1,fail,"empty imperativ on non-modal verb"
126,"A1","utgöra",,fail,"empty imperativ on non-modal verb"
127,"A1","röra",,fail,"empty imperativ on non-modal verb"
128,"A1","dö",,fail,"empty imperativ on non-modal verb"
129,"A1","växa",,fail,"charset: supinum=""växt/vuxit"""
130,"A1","våga",1,fail,"empty imperativ on non-modal verb"
131,"A1","fatta",1,fail,"empty imperativ on non-modal verb"
132,"A1","nämna",2a,fail,"empty imperativ on non-modal verb"
133,"A1","be (el. bedja)",,fail,"charset: infinitive=""be (el. bedja)"""
134,"A1","anta",,fail,"empty imperativ on non-modal verb"
135,"A1","föreslå",,fail,"empty imperativ on non-modal verb"
136,"A1","undra",1,fail,"empty imperativ on non-modal verb"
137,"A1","lyssna",1,fail,"empty imperativ on non-modal verb"
138,"A1","delta",,fail,"empty imperativ on non-modal verb"
139,"A1","falla",,fail,"empty imperativ on non-modal verb"
140,"A1","starta",1,fail,"empty imperativ on non-modal verb"
141,"A1","inse",,fail,"empty imperativ on non-modal verb"
142,"A1","bidra",,fail,"empty imperativ on non-modal verb"
143,"A1","luta",1,fail,"empty imperativ on non-modal verb"
144,"A1","bero",3,fail,"empty imperativ on non-modal verb"
145,"A1","minnas",deponens,fail,"empty imperativ on non-modal verb"
146,"A1","rösta",1,fail,"empty imperativ on non-modal verb"
147,"A1","kommentera",1,fail,"empty imperativ on non-modal verb"
148,"A1","gilla",1,fail,"empty imperativ on non-modal verb"
149,"A1","bryta",,fail,"empty imperativ on non-modal verb"
150,"A1","innehålla",,fail,"empty imperativ on non-modal verb"
151,"A1","bjuda",,fail,"empty imperativ on non-modal verb"
152,"A1","hävda",1,fail,"empty imperativ on non-modal verb"
153,"A1","hamna",1,fail,"empty imperativ on non-modal verb"
154,"A1","hinna",,fail,"empty imperativ on non-modal verb"
155,"A1","må",3,fail,"empty imperativ on non-modal verb"
156,"A1","släppa",2b,fail,"empty imperativ on non-modal verb"
157,"A1","passa",1,fail,"empty imperativ on non-modal verb"
158,"A1","öppna",1,fail,"empty imperativ on non-modal verb"
159,"A1","införa",,fail,"empty imperativ on non-modal verb"
160,"A1","erbjuda",,fail,"empty imperativ on non-modal verb"
161,"A1","ingå",,fail,"empty imperativ on non-modal verb"
162,"A1","bestå",,fail,"empty imperativ on non-modal verb"
163,"A1","konstatera",1,fail,"empty imperativ on non-modal verb"
164,"A1","styra",,fail,"empty imperativ on non-modal verb"
165,"A1","förlora",1,fail,"empty imperativ on non-modal verb"
166,"A1","påstå",,fail,"empty imperativ on non-modal verb"
167,"A1","besluta",,fail,"empty imperativ on non-modal verb"
168,"A1","avse",,fail,"empty imperativ on non-modal verb"
169,"A1","stödja",,fail,"empty imperativ on non-modal verb"
170,"A1","glömma",,fail,"empty imperativ on non-modal verb"
171,"A1","förändra",1,fail,"empty imperativ on non-modal verb"
172,"A1","ange",,fail,"empty imperativ on non-modal verb"
173,"A1","älska",1,fail,"empty imperativ on non-modal verb"
174,"A1","presentera",1,fail,"empty imperativ on non-modal verb"
175,"A1","stanna",1,fail,"empty imperativ on non-modal verb"
176,"A1","byta",2b,fail,"empty imperativ on non-modal verb"
177,"A1","uppleva",2a,fail,"empty imperativ on non-modal verb"
178,"A1","samla",1,fail,"empty imperativ on non-modal verb"
179,"A1","lösa",2b,fail,"empty imperativ on non-modal verb"
180,"A1","kolla",1,fail,"empty imperativ on non-modal verb"
181,"A1","fylla",2a,fail,"empty imperativ on non-modal verb"
182,"A1","drabba",1,fail,"empty imperativ on non-modal verb"
183,"A1","fara",,fail,"empty imperativ on non-modal verb"
184,"A1","tjäna",1,fail,"empty imperativ on non-modal verb"
185,"A1","behandla",1,fail,"empty imperativ on non-modal verb"
186,"A1","utföra",,fail,"empty imperativ on non-modal verb"
187,"A1","räcka",2b,fail,"empty imperativ on non-modal verb"
188,"A1","fundera",1,fail,"empty imperativ on non-modal verb"
189,"A1","uppstå",,fail,"empty imperativ on non-modal verb"
190,"A1","acceptera",1,fail,"empty imperativ on non-modal verb"
191,"A1","bilda",1,fail,"empty imperativ on non-modal verb"
192,"A1","försvinna",,fail,"empty imperativ on non-modal verb"
193,"A1","sprida",,fail,"charset: preteritum=""spred/spridde""; charset: supinum=""spridit/spritt"""
194,"A1","önska",1,fail,"empty imperativ on non-modal verb"
195,"A1","publicera",1,fail,"empty imperativ on non-modal verb"
196,"A1","tillhöra",,fail,"empty imperativ on non-modal verb"
197,"A1","omfatta",1,fail,"empty imperativ on non-modal verb"
198,"A1","befinna",,fail,"empty imperativ on non-modal verb"
199,"A1","skilja",,fail,"empty imperativ on non-modal verb"
200,"A1","döda",1,fail,"empty imperativ on non-modal verb"
201,"A1","peka",1,fail,"empty imperativ on non-modal verb"
202,"A1","ringa",2a,fail,"empty imperativ on non-modal verb"
203,"A1","betrakta",1,fail,"empty imperativ on non-modal verb"
204,"A1","hänga",2a,fail,"empty imperativ on non-modal verb"
205,"A1","tillåta",,fail,"empty imperativ on non-modal verb"
206,"A1","förekomma",,fail,"empty imperativ on non-modal verb"
207,"A1","stoppa",1,fail,"empty imperativ on non-modal verb"
208,"A1","rycka",2b,fail,"empty imperativ on non-modal verb"
209,"A1","trycka",2b,fail,"empty imperativ on non-modal verb"
210,"A1","kosta",1,fail,"empty imperativ on non-modal verb"
211,"A1","uttrycka",2b,fail,"empty imperativ on non-modal verb"
212,"A1","resa",2b,fail,"empty imperativ on non-modal verb"
213,"A1","förbättra",1,fail,"empty imperativ on non-modal verb"
214,"A1","rädda",1,fail,"empty imperativ on non-modal verb"
215,"A1","agera",1,fail,"empty imperativ on non-modal verb"
216,"A1","uppnå",3,fail,"empty imperativ on non-modal verb"
217,"A1","jämföra (förk. jfr)",,fail,"charset: infinitive=""jämföra (förk. jfr)"""
218,"A1","hantera",1,fail,"empty imperativ on non-modal verb"
219,"A1","förvänta",1,fail,"empty imperativ on non-modal verb"
220,"A1","vika",,fail,"charset: supinum=""vikit/vikt"""
221,"A1","döma",2a,fail,"empty imperativ on non-modal verb"
222,"A1","besöka",2b,fail,"empty imperativ on non-modal verb"
223,"A1","täcka",2b,fail,"empty imperativ on non-modal verb"
224,"A1","inleda",,fail,"empty imperativ on non-modal verb"
225,"A1","undvika",,fail,"empty imperativ on non-modal verb"
226,"A1","höja",2a,fail,"empty imperativ on non-modal verb"
227,"A1","råka",1,fail,"empty imperativ on non-modal verb"
228,"A1","upptäcka",2b,fail,"empty imperativ on non-modal verb"
229,"A1","erkänna",,fail,"empty imperativ on non-modal verb"
230,"A1","kasta",1,fail,"empty imperativ on non-modal verb"
231,"A1","bedöma",2a,fail,"empty imperativ on non-modal verb"
232,"A1","toppa",1,fail,"empty imperativ on non-modal verb"
233,"A1","skydda",1,fail,"empty imperativ on non-modal verb"
234,"A1","nyttja",1,fail,"empty imperativ on non-modal verb"
235,"A1","utnyttja",1,fail,"empty imperativ on non-modal verb"
236,"A1","pågå",,fail,"empty imperativ on non-modal verb"
237,"A1","försvara",1,fail,"empty imperativ on non-modal verb"
238,"A1","lyfta",,fail,"empty imperativ on non-modal verb"
239,"A1","märka",2b,fail,"empty imperativ on non-modal verb"
240,"A1","ösa",2b,fail,"empty imperativ on non-modal verb"
241,"A1","ersätta",,fail,"empty imperativ on non-modal verb"
242,"A1","ägna",1,fail,"empty imperativ on non-modal verb"
243,"A1","satsa",1,fail,"empty imperativ on non-modal verb"
244,"A1","rida",,fail,"empty imperativ on non-modal verb"
245,"A1","avsluta",1,fail,"empty imperativ on non-modal verb"
246,"A1","sova",,fail,"empty imperativ on non-modal verb"
247,"A1","föda",,fail,"empty imperativ on non-modal verb"
248,"A1","skjuta",,fail,"empty imperativ on non-modal verb"
249,"A1","hämta",1,fail,"empty imperativ on non-modal verb"
250,"A1","påpeka",1,fail,"empty imperativ on non-modal verb"
251,"A1","bättra",1,fail,"empty imperativ on non-modal verb"
252,"A1","skaffa",1,fail,"empty imperativ on non-modal verb"
253,"A1","utgå",,fail,"empty imperativ on non-modal verb"
254,"A1","stärka",2b,fail,"empty imperativ on non-modal verb"
255,"A1","utsätta",,fail,"empty imperativ on non-modal verb"
256,"A1","kämpa",1,fail,"empty imperativ on non-modal verb"
257,"A1","eka",1,fail,"empty imperativ on non-modal verb"
258,"A1","hoppa",1,fail,"empty imperativ on non-modal verb"
259,"A1","avgöra",,fail,"empty imperativ on non-modal verb"
260,"A1","sända",,fail,"empty imperativ on non-modal verb"
261,"A1","missa",1,fail,"empty imperativ on non-modal verb"
262,"A1","bedriva",,fail,"empty imperativ on non-modal verb"
263,"A1","anföra",,fail,"empty imperativ on non-modal verb"
264,"A1","hindra",1,fail,"empty imperativ on non-modal verb"
265,"A1","meddela",1,fail,"empty imperativ on non-modal verb"
266,"A1","tillämpa",1,fail,"empty imperativ on non-modal verb"
267,"A1","kritisera",1,fail,"empty imperativ on non-modal verb"
268,"A1","springa",,fail,"empty imperativ on non-modal verb"
269,"A1","uppfatta",1,fail,"empty imperativ on non-modal verb"
270,"A1","stänga",2a,fail,"empty imperativ on non-modal verb"
271,"A1","råda",,fail,"empty imperativ on non-modal verb"
272,"A1","slippa",,fail,"empty imperativ on non-modal verb"
273,"A1","dyka",,fail,"empty imperativ on non-modal verb"
274,"A1","orka",1,fail,"empty imperativ on non-modal verb"
275,"A1","kontrollera",1,fail,"empty imperativ on non-modal verb"
276,"A1","planera",1,fail,"empty imperativ on non-modal verb"
277,"A1","lova",1,fail,"empty imperativ on non-modal verb"
278,"A1","citera",1,fail,"empty imperativ on non-modal verb"
279,"A1","sköta",2b,fail,"empty imperativ on non-modal verb"
280,"A1","vägra",1,fail,"empty imperativ on non-modal verb"
281,"A1","framgå",,fail,"empty imperativ on non-modal verb"
282,"A1","studera",1,fail,"empty imperativ on non-modal verb"
283,"A1","tolka",1,fail,"empty imperativ on non-modal verb"
284,"A1","behålla",,fail,"empty imperativ on non-modal verb"
285,"A1","dricka",,fail,"empty imperativ on non-modal verb"
286,"A1","bry sig",3,fail,"empty imperativ on non-modal verb"
287,"A1","notera",1,fail,"empty imperativ on non-modal verb"
288,"A1","sänka",2b,fail,"empty imperativ on non-modal verb"
289,"A1","medföra",,fail,"empty imperativ on non-modal verb"
290,"A1","ifrågasätta",,fail,"empty imperativ on non-modal verb"
291,"A1","stiga",,fail,"empty imperativ on non-modal verb"
292,"A1","tiga",,fail,"empty imperativ on non-modal verb"
293,"A1","väcka",2b,fail,"empty imperativ on non-modal verb"
294,"A1","leta",1,fail,"empty imperativ on non-modal verb"
295,"A1","riskera",1,fail,"empty imperativ on non-modal verb"
296,"A1","tappa",1,fail,"empty imperativ on non-modal verb"
297,"A1","spara",1,fail,"empty imperativ on non-modal verb"
298,"A1","klicka",1,fail,"empty imperativ on non-modal verb"
299,"A1","synas",deponens,fail,"empty imperativ on non-modal verb"
300,"A1","fastställa",2a,fail,"empty imperativ on non-modal verb"
301,"A1","tacka",1,fail,"empty imperativ on non-modal verb"
302,"A1","hota",1,fail,"empty imperativ on non-modal verb"
303,"A1","existera",1,fail,"empty imperativ on non-modal verb"
304,"A2","rikta",1,fail,"empty imperativ on non-modal verb"
305,"A2","locka",1,fail,"empty imperativ on non-modal verb"
306,"A2","redovisa",1,fail,"empty imperativ on non-modal verb"
307,"A2","para",1,fail,"empty imperativ on non-modal verb"
308,"A2","störa",,fail,"empty imperativ on non-modal verb"
309,"A2","rapportera",1,fail,"empty imperativ on non-modal verb"
310,"A2","begära",,fail,"empty imperativ on non-modal verb"
311,"A2","producera",1,fail,"empty imperativ on non-modal verb"
312,"A2","begå",,fail,"empty imperativ on non-modal verb"
313,"A2","förstöra",,fail,"empty imperativ on non-modal verb"
314,"A2","grunda",1,fail,"empty imperativ on non-modal verb"
315,"A2","skada",1,fail,"empty imperativ on non-modal verb"
316,"A2","uppfylla",2a,fail,"empty imperativ on non-modal verb"
317,"A2","akta",1,fail,"empty imperativ on non-modal verb"
318,"A2","syfta",1,fail,"empty imperativ on non-modal verb"
319,"A2","orsaka",1,fail,"empty imperativ on non-modal verb"
320,"A2","plocka",1,fail,"empty imperativ on non-modal verb"
321,"A2","sjunga",,fail,"empty imperativ on non-modal verb"
322,"A2","vakna",1,fail,"empty imperativ on non-modal verb"
323,"A2","träna",1,fail,"empty imperativ on non-modal verb"
324,"A2","vidta",,fail,"empty imperativ on non-modal verb"
325,"A2","mana",1,fail,"empty imperativ on non-modal verb"
326,"A2","uppmana",1,fail,"empty imperativ on non-modal verb"
327,"A2","lida",,fail,"empty imperativ on non-modal verb"
328,"A2","avslöja",1,fail,"empty imperativ on non-modal verb"
329,"A2","återvända",,fail,"empty imperativ on non-modal verb"
330,"A2","placera",1,fail,"empty imperativ on non-modal verb"
331,"A2","ana",1,fail,"empty imperativ on non-modal verb"
332,"A2","pröva",1,fail,"empty imperativ on non-modal verb"
333,"A2","rekommendera",1,fail,"empty imperativ on non-modal verb"
334,"A2","återkomma",,fail,"empty imperativ on non-modal verb"
335,"A2","bevisa",1,fail,"empty imperativ on non-modal verb"
336,"A2","förbjuda",,fail,"empty imperativ on non-modal verb"
337,"A2","uttala",1,fail,"empty imperativ on non-modal verb"
338,"A2","fira",1,fail,"empty imperativ on non-modal verb"
339,"A2","påminna",,fail,"empty imperativ on non-modal verb"
340,"A2","beröra",,fail,"empty imperativ on non-modal verb"
341,"A2","anpassa",1,fail,"empty imperativ on non-modal verb"
342,"A2","begränsa",1,fail,"empty imperativ on non-modal verb"
343,"A2","fly",3,fail,"empty imperativ on non-modal verb"
344,"A2","ladda",1,fail,"empty imperativ on non-modal verb"
345,"A2","passera",1,fail,"empty imperativ on non-modal verb"
346,"A2","främja",1,fail,"empty imperativ on non-modal verb"
347,"A2","undersöka",2b,fail,"empty imperativ on non-modal verb"
348,"A2","testa",1,fail,"empty imperativ on non-modal verb"
349,"A2","upphöra",,fail,"empty imperativ on non-modal verb"
350,"A2","reagera",1,fail,"empty imperativ on non-modal verb"
351,"A2","hänvisa",1,fail,"empty imperativ on non-modal verb"
352,"A2","förhindra",1,fail,"empty imperativ on non-modal verb"
353,"A2","godkänna",,fail,"empty imperativ on non-modal verb"
354,"A2","beräkna",1,fail,"empty imperativ on non-modal verb"
355,"A2","fixa",1,fail,"empty imperativ on non-modal verb"
356,"A2","inträffa",1,fail,"empty imperativ on non-modal verb"
357,"A2","överleva",2a,fail,"empty imperativ on non-modal verb"
358,"A2","låna",1,fail,"empty imperativ on non-modal verb"
359,"A2","framhålla",,fail,"empty imperativ on non-modal verb"
360,"A2","laga",1,fail,"empty imperativ on non-modal verb"
361,"A2","likna",1,fail,"empty imperativ on non-modal verb"
362,"A2","lita",1,fail,"empty imperativ on non-modal verb"
363,"A2","granska",1,fail,"empty imperativ on non-modal verb"
364,"A2","bekräfta",1,fail,"empty imperativ on non-modal verb"
365,"A2","förbli",,fail,"empty imperativ on non-modal verb"
366,"A2","flyga",,fail,"empty imperativ on non-modal verb"
367,"A2","gifta",,fail,"empty imperativ on non-modal verb"
368,"A2","träda",,fail,"empty imperativ on non-modal verb"
369,"A2","sjunka",,fail,"empty imperativ on non-modal verb"
370,"A2","representera",1,fail,"empty imperativ on non-modal verb"
371,"A2","motsvara",1,fail,"empty imperativ on non-modal verb"
372,"A2","uppskatta",1,fail,"empty imperativ on non-modal verb"
373,"A2","blanda",1,fail,"empty imperativ on non-modal verb"
374,"A2","åstadkomma",,fail,"empty imperativ on non-modal verb"
375,"A2","framstå",,fail,"empty imperativ on non-modal verb"
376,"A2","leverera",1,fail,"empty imperativ on non-modal verb"
377,"A2","gripa",,fail,"empty imperativ on non-modal verb"
378,"A2","njuta",,fail,"empty imperativ on non-modal verb"
379,"A2","posta",1,fail,"empty imperativ on non-modal verb"
380,"A2","runda",1,fail,"empty imperativ on non-modal verb"
381,"A2","bereda",,fail,"empty imperativ on non-modal verb"
382,"A2","uppmärksamma",1,fail,"empty imperativ on non-modal verb"
383,"A2","skratta",1,fail,"empty imperativ on non-modal verb"
384,"A2","underlätta",1,fail,"empty imperativ on non-modal verb"
385,"A2","föreligga",,fail,"empty imperativ on non-modal verb"
386,"A2","garantera",1,fail,"empty imperativ on non-modal verb"
387,"A2","utse",,fail,"empty imperativ on non-modal verb"
388,"A2","framföra",,fail,"empty imperativ on non-modal verb"
389,"A2","utöva",1,fail,"empty imperativ on non-modal verb"
390,"A2","fokusera",1,fail,"empty imperativ on non-modal verb"
391,"A2","reda",,fail,"empty imperativ on non-modal verb"
392,"A2","ordna",1,fail,"empty imperativ on non-modal verb"
393,"A2","närma sig",1,fail,"empty imperativ on non-modal verb"
394,"A2","skrika",,fail,"empty imperativ on non-modal verb"
395,"A2","avskaffa",1,fail,"empty imperativ on non-modal verb"
396,"A2","uppge",,fail,"empty imperativ on non-modal verb"
397,"A2","definiera",1,fail,"empty imperativ on non-modal verb"
398,"A2","beställa",2a,fail,"empty imperativ on non-modal verb"
399,"A2","bevara",1,fail,"empty imperativ on non-modal verb"
400,"A2","väga",2a,fail,"empty imperativ on non-modal verb"
401,"A2","misslyckas",deponens,fail,"empty imperativ on non-modal verb"
402,"A2","finansiera",1,fail,"empty imperativ on non-modal verb"
403,"A2","klaga",1,fail,"empty imperativ on non-modal verb"
404,"A2","skatta",1,fail,"empty imperativ on non-modal verb"
405,"A2","upprätta",1,fail,"empty imperativ on non-modal verb"
406,"A2","gynna",1,fail,"empty imperativ on non-modal verb"
407,"A2","leka",2b,fail,"empty imperativ on non-modal verb"
408,"A2","upprepa",1,fail,"empty imperativ on non-modal verb"
409,"A2","förutsätta",,fail,"empty imperativ on non-modal verb"
410,"A2","lätta",1,fail,"empty imperativ on non-modal verb"
411,"A2","ropa",1,fail,"empty imperativ on non-modal verb"
412,"A2","bekämpa",1,fail,"empty imperativ on non-modal verb"
413,"A2","förstärka",2b,fail,"empty imperativ on non-modal verb"
414,"A2","betona",1,fail,"empty imperativ on non-modal verb"
415,"A2","förbereda",,fail,"empty imperativ on non-modal verb"
416,"A2","koppla",1,fail,"empty imperativ on non-modal verb"
417,"A2","forma",1,fail,"empty imperativ on non-modal verb"
418,"A2","samarbeta",1,fail,"empty imperativ on non-modal verb"
419,"A2","slänga",1,fail,"empty imperativ on non-modal verb"
420,"A2","neka",1,fail,"empty imperativ on non-modal verb"
421,"A2","tona",1,fail,"empty imperativ on non-modal verb"
422,"A2","återstå",,fail,"empty imperativ on non-modal verb"
423,"A2","vila",1,fail,"empty imperativ on non-modal verb"
424,"A2","framställa",2a,fail,"empty imperativ on non-modal verb"
425,"A2","misstänka",2b,fail,"empty imperativ on non-modal verb"
426,"A2","logga",1,fail,"empty imperativ on non-modal verb"
427,"A2","erhålla",,fail,"empty imperativ on non-modal verb"
428,"A2","sticka",,fail,"empty imperativ on non-modal verb"
429,"A2","mäta",2b,fail,"empty imperativ on non-modal verb"
430,"A2","medverka",1,fail,"empty imperativ on non-modal verb"
431,"A2","fånga",1,fail,"empty imperativ on non-modal verb"
432,"A2","blogga",1,fail,"empty imperativ on non-modal verb"
433,"A2","prova",1,fail,"empty imperativ on non-modal verb"
434,"A2","prägla",1,fail,"empty imperativ on non-modal verb"
435,"A2","måla",1,fail,"empty imperativ on non-modal verb"
436,"A2","identifiera",1,fail,"empty imperativ on non-modal verb"
437,"A2","resultera",1,fail,"empty imperativ on non-modal verb"
438,"A2","jaga",1,fail,"empty imperativ on non-modal verb"
439,"A2","stöta",2b,fail,"empty imperativ on non-modal verb"
440,"A2","förneka",1,fail,"empty imperativ on non-modal verb"
441,"A2","upprätthålla",,fail,"empty imperativ on non-modal verb"
442,"A2","analysera",1,fail,"empty imperativ on non-modal verb"
443,"A2","uppmuntra",1,fail,"empty imperativ on non-modal verb"
444,"A2","lyda",,fail,"charset: preteritum=""löd/lydde""; charset: supinum=""lydit/lytt"""
445,"A2","kontakta",1,fail,"empty imperativ on non-modal verb"
446,"A2","medge",,fail,"empty imperativ on non-modal verb"
447,"A2","gränsa",1,fail,"empty imperativ on non-modal verb"
448,"A2","ansluta",,fail,"empty imperativ on non-modal verb"
449,"A2","föredra",,fail,"empty imperativ on non-modal verb"
450,"A2","välkomna",1,fail,"empty imperativ on non-modal verb"
451,"A2","tillverka",1,fail,"empty imperativ on non-modal verb"
452,"A2","anklaga",1,fail,"empty imperativ on non-modal verb"
453,"A2","förtjäna",1,fail,"empty imperativ on non-modal verb"
454,"A2","avstå",,fail,"empty imperativ on non-modal verb"
